일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/02/24","1223.41","-16.73","-1.35","1243.66","1243.66","1221.10","6687.0","463804.0","1.06036965E8"
"2017/02/23","1240.14","5.13","0.42","1236.36","1241.25","1233.97","5843.0","422878.0","1.07514147E8"
"2017/02/22","1235.01","-4.63","-0.37","1239.85","1243.43","1233.30","4835.0","638758.0","1.07174875E8"
"2017/02/21","1239.64","7.89","0.64","1233.13","1240.10","1231.06","4620.0","377251.0","1.07712555E8"
"2017/02/20","1231.75","-12.30","-0.99","1240.35","1240.67","1224.44","3447.0","310946.0","1.07017834E8"
"2017/02/17","1244.05","-2.62","-0.21","1243.07","1254.20","1239.54","3326.0","247665.0","1.08200042E8"
"2017/02/16","1246.67","-15.98","-1.27","1264.95","1265.54","1242.54","4038.0","355167.0","1.08467641E8"
"2017/02/15","1262.65","13.18","1.05","1255.60","1264.57","1254.26","4492.0","328939.0","1.09850638E8"
"2017/02/14","1249.47","-7.99","-0.64","1260.37","1261.64","1247.78","4702.0","338833.0","1.08812354E8"
"2017/02/13","1257.46","8.70","0.70","1254.68","1260.58","1249.98","4555.0","321950.0","1.09451822E8"
"2017/02/10","1248.76","26.63","2.18","1230.09","1250.99","1228.42","5884.0","452112.0","1.08693339E8"
"2017/02/09","1222.13","5.07","0.42","1219.84","1227.21","1215.64","3865.0","296295.0","1.06375444E8"
"2017/02/08","1217.06","1.47","0.12","1216.08","1217.90","1205.59","4366.0","358619.0","1.05839414E8"
"2017/02/07","1215.59","-10.54","-0.86","1224.22","1229.22","1212.58","4561.0","307512.0","1.05785166E8"
"2017/02/06","1226.13","-2.73","-0.22","1240.76","1244.67","1225.87","3724.0","337115.0","1.06656555E8"
"2017/02/03","1228.86","-15.21","-1.22","1246.96","1250.45","1223.57","5057.0","448575.0","1.06698812E8"
"2017/02/02","1244.07","11.73","0.95","1229.26","1252.87","1228.48","5322.0","397104.0","1.07943095E8"
"2017/02/01","1232.34","22.59","1.87","1218.41","1234.66","1217.63","3891.0","314266.0","1.06956594E8"
"2017/01/31","1209.75","-29.86","-2.41","1233.41","1233.67","1209.58","4647.0","355905.0","1.05062946E8"
"2017/01/26","1239.61","13.97","1.14","1231.05","1248.10","1222.16","3985.0","310978.0","1.07541752E8"
"2017/01/25","1225.64","-4.92","-0.40","1236.99","1240.08","1221.03","3754.0","269519.0","1.06403591E8"
"2017/01/24","1230.56","2.15","0.18","1227.61","1233.13","1222.91","4015.0","275144.0","1.06752449E8"
"2017/01/23","1228.41","0.39","0.03","1231.15","1236.30","1225.88","5665.0","321575.0","1.06557042E8"
"2017/01/20","1228.02","-20.67","-1.66","1239.50","1241.00","1225.49","6081.0","411246.0","1.06470999E8"
"2017/01/19","1248.69","-2.15","-0.17","1251.74","1259.08","1236.78","6611.0","416861.0","1.08208726E8"
"2017/01/18","1250.84","-13.10","-1.04","1262.65","1262.95","1244.06","5687.0","362077.0","1.0842528E8"
"2017/01/17","1263.94","4.69","0.37","1263.74","1273.39","1257.23","7149.0","456323.0","1.09574379E8"
"2017/01/16","1259.25","-12.86","-1.01","1272.94","1274.10","1257.09","4076.0","311394.0","1.07960875E8"
"2017/01/13","1272.11","-3.39","-0.27","1271.41","1277.24","1265.35","3812.0","324507.0","1.09049254E8"
"2017/01/12","1275.50","12.17","0.96","1271.90","1281.93","1269.52","4982.0","414809.0","1.0937344E8"
"2017/01/11","1263.33","29.51","2.39","1236.37","1266.70","1235.64","5100.0","469740.0","1.08347587E8"
"2017/01/10","1233.82","-5.54","-0.45","1232.64","1237.30","1229.06","4342.0","316413.0","1.05964655E8"
"2017/01/09","1239.36","-0.47","-0.04","1241.85","1242.95","1232.93","4054.0","286695.0","1.06532766E8"
"2017/01/06","1239.83","1.99","0.16","1239.28","1246.55","1236.14","3460.0","249909.0","1.06547118E8"
"2017/01/05","1237.84","-2.96","-0.24","1242.13","1243.31","1232.02","4789.0","320070.0","1.06420063E8"
"2017/01/04","1240.80","-1.15","-0.09","1243.53","1246.11","1234.52","4973.0","359666.0","1.06571479E8"
"2017/01/03","1241.95","26.29","2.16","1220.65","1245.40","1217.38","5837.0","382765.0","1.06898751E8"
"2017/01/02","1215.66","4.14","0.34","1199.21","1218.82","1196.39","3971.0","271104.0","1.04945297E8"
"2016/12/29","1211.52","1.03","0.09","1212.26","1214.10","1199.45","3583.0","245842.0","1.04401117E8"
"2016/12/28","1210.49","-17.26","-1.41","1213.10","1218.33","1209.34","3519.0","268105.0","1.04207927E8"
"2016/12/27","1227.75","11.40","0.94","1220.22","1227.75","1216.73","4336.0","345781.0","1.05540321E8"
"2016/12/26","1216.35","-1.58","-0.13","1221.55","1223.08","1213.60","4291.0","261849.0","1.04640837E8"
"2016/12/23","1217.93","5.85","0.48","1215.31","1220.98","1210.15","3161.0","245933.0","1.04824074E8"
"2016/12/22","1212.08","1.33","0.11","1212.46","1219.07","1210.06","5076.0","259931.0","1.04252941E8"
"2016/12/21","1210.75","9.53","0.79","1204.93","1217.29","1204.77","4317.0","302832.0","1.0413117E8"
"2016/12/20","1201.22","-3.59","-0.30","1211.22","1213.74","1198.31","5051.0","339737.0","1.03352064E8"
"2016/12/19","1204.81","-1.74","-0.14","1210.80","1215.95","1204.81","5568.0","306236.0","1.03583557E8"
"2016/12/16","1206.55","-10.16","-0.84","1217.10","1221.43","1205.96","4553.0","312803.0","1.038133E8"
"2016/12/15","1216.71","15.53","1.29","1193.42","1222.35","1192.79","5737.0","356822.0","1.04587927E8"
"2016/12/14","1201.18","-18.84","-1.54","1221.07","1222.05","1199.89","4216.0","307241.0","1.03292023E8"
"2016/12/13","1220.02","8.60","0.71","1216.49","1220.93","1209.25","4802.0","328257.0","1.04901438E8"
"2016/12/12","1211.42","0.62","0.05","1225.07","1227.29","1203.91","4858.0","324662.0","1.04302283E8"
"2016/12/09","1210.80","-14.05","-1.15","1216.46","1221.27","1207.03","4550.0","292797.0","1.04348527E8"
"2016/12/08","1224.85","33.24","2.79","1199.07","1224.85","1199.05","5816.0","448075.0","1.05588549E8"
"2016/12/07","1191.61","-4.93","-0.41","1193.84","1197.54","1187.59","3622.0","287827.0","1.02721057E8"
"2016/12/06","1196.54","26.10","2.23","1181.39","1199.70","1181.05","5102.0","389507.0","1.03252939E8"
"2016/12/05","1170.44","0.98","0.08","1167.59","1177.45","1163.43","3511.0","238983.0","1.01003292E8"
"2016/12/02","1169.46","-4.96","-0.42","1178.39","1179.39","1164.63","3620.0","272016.0","1.0099561E8"
"2016/12/01","1174.42","18.33","1.59","1181.63","1184.21","1172.71","4805.0","393797.0","1.01371435E8"
"2016/11/30","1156.09","-12.28","-1.05","1165.88","1167.34","1150.41","4512.0","338265.0","9.9674531E7"
"2016/11/29","1168.37","5.82","0.50","1163.42","1176.24","1163.05","4606.0","248953.0","1.0071138E8"
"2016/11/28","1162.55","-6.91","-0.59","1162.01","1169.26","1157.37","4737.0","283263.0","1.00249084E8"
"2016/11/25","1169.46","-3.26","-0.28","1172.72","1176.28","1163.71","3891.0","247921.0","1.00876068E8"
"2016/11/24","1172.72","-24.43","-2.04","1191.09","1191.81","1167.82","6328.0","446587.0","1.01206436E8"
"2016/11/23","1197.15","8.99","0.76","1188.85","1202.48","1186.14","4970.0","342871.0","1.0314176E8"
"2016/11/22","1188.16","22.93","1.97","1179.41","1191.89","1178.71","4426.0","326171.0","1.02389506E8"
"2016/11/21","1165.23","-6.37","-0.54","1175.09","1179.32","1165.23","3623.0","247067.0","1.00476982E8"
