일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/05/08","1297.65","12.98","1.01","1285.58","1297.65","1272.27","5552.0","440203.0","1.12631339E8"
"2017/05/04","1284.67","-2.51","-0.19","1283.10","1292.63","1280.30","4532.0","308937.0","1.1153062E8"
"2017/05/02","1287.18","12.74","1.00","1276.42","1292.96","1275.69","4325.0","348613.0","1.11673962E8"
"2017/04/28","1274.44","-23.10","-1.78","1279.91","1283.37","1270.59","4321.0","357672.0","1.10525585E8"
"2017/04/27","1297.54","0.33","0.03","1302.94","1309.73","1287.31","4137.0","377206.0","1.12484156E8"
"2017/04/26","1297.21","15.04","1.17","1292.11","1303.65","1289.81","5072.0","443402.0","1.12587554E8"
"2017/04/25","1282.17","15.49","1.22","1268.59","1283.48","1262.88","4191.0","373904.0","1.11365917E8"
"2017/04/24","1266.68","7.61","0.60","1265.17","1271.48","1260.80","3363.0","260208.0","1.0995667E8"
"2017/04/21","1259.07","5.25","0.42","1257.39","1261.88","1252.58","3551.0","295017.0","1.09361435E8"
"2017/04/20","1253.82","12.56","1.01","1247.73","1255.21","1241.91","4170.0","367043.0","1.08887692E8"
"2017/04/19","1241.26","-3.48","-0.28","1244.06","1252.14","1240.64","4715.0","339379.0","1.07773714E8"
"2017/04/18","1244.74","-3.50","-0.28","1252.91","1253.92","1239.51","3633.0","253461.0","1.07884093E8"
"2017/04/17","1248.24","8.56","0.69","1241.62","1255.10","1240.68","2600.0","169430.0","1.0822453E8"
"2017/04/14","1239.68","-8.42","-0.67","1243.02","1246.65","1234.66","2872.0","197538.0","1.07525991E8"
"2017/04/13","1248.10","-8.37","-0.67","1256.35","1256.35","1242.03","4295.0","350355.0","1.08273979E8"
"2017/04/12","1256.47","1.18","0.09","1257.84","1259.69","1250.63","4462.0","218781.0","1.08935988E8"
"2017/04/11","1255.29","0.10","0.01","1254.56","1268.19","1249.53","4319.0","281597.0","1.08876947E8"
"2017/04/10","1255.19","-18.85","-1.48","1268.98","1268.98","1248.46","4250.0","283523.0","1.08864529E8"
"2017/04/07","1274.04","4.51","0.36","1273.17","1276.88","1262.41","3764.0","269972.0","1.1062469E8"
"2017/04/06","1269.53","-2.22","-0.17","1263.78","1271.87","1258.30","4496.0","300814.0","1.1022617E8"
"2017/04/05","1271.75","2.03","0.16","1275.07","1283.27","1259.55","4697.0","371492.0","1.10404603E8"
"2017/04/04","1269.72","-26.01","-2.01","1287.30","1289.67","1268.51","4308.0","364932.0","1.10253004E8"
"2017/04/03","1295.73","-2.39","-0.18","1304.74","1307.17","1291.13","4071.0","280417.0","1.12470662E8"
"2017/03/31","1298.12","8.81","0.68","1297.04","1306.43","1292.75","5487.0","396349.0","1.12759618E8"
"2017/03/30","1289.31","-0.37","-0.03","1289.44","1300.07","1285.44","4543.0","340790.0","1.11842195E8"
"2017/03/29","1289.68","15.19","1.19","1282.55","1289.68","1275.45","5450.0","402443.0","1.1188718E8"
"2017/03/28","1274.49","31.23","2.51","1255.08","1276.47","1253.91","8213.0","472269.0","1.10630417E8"
"2017/03/27","1243.26","-15.23","-1.21","1254.71","1258.82","1240.85","4751.0","296050.0","1.07887562E8"
"2017/03/24","1258.49","-1.56","-0.12","1265.94","1267.08","1254.18","5671.0","312756.0","1.0919303E8"
"2017/03/23","1260.05","0.37","0.03","1263.07","1279.91","1260.05","4977.0","396747.0","1.09312952E8"
"2017/03/22","1259.68","-19.31","-1.51","1267.55","1270.37","1254.46","5688.0","460053.0","1.09270152E8"
"2017/03/21","1278.99","24.38","1.94","1262.24","1281.27","1261.86","5164.0","480705.0","1.10914009E8"
"2017/03/20","1254.61","-4.26","-0.34","1255.58","1256.55","1248.83","4057.0","255300.0","1.0900666E8"
"2017/03/17","1258.87","7.11","0.57","1254.39","1258.87","1245.87","5089.0","328813.0","1.09454647E8"
"2017/03/16","1251.76","15.81","1.28","1251.57","1262.16","1242.20","4903.0","392991.0","1.08869636E8"
"2017/03/15","1235.95","10.16","0.83","1226.46","1236.90","1223.58","3547.0","311539.0","1.07418702E8"
"2017/03/14","1225.79","5.10","0.42","1228.29","1233.49","1223.68","4441.0","373812.0","1.06582344E8"
"2017/03/13","1220.69","12.57","1.04","1210.04","1223.50","1208.27","4868.0","418993.0","1.06158736E8"
"2017/03/10","1208.12","-1.54","-0.13","1211.86","1215.38","1200.01","3962.0","361697.0","1.05097225E8"
"2017/03/09","1209.66","-13.25","-1.08","1220.15","1220.48","1209.56","4668.0","398397.0","1.05040121E8"
"2017/03/08","1222.91","-1.76","-0.14","1217.48","1226.69","1214.12","4021.0","342475.0","1.06121417E8"
"2017/03/07","1224.67","10.83","0.89","1213.94","1231.13","1213.17","3908.0","295001.0","1.0623535E8"
"2017/03/06","1213.84","-11.22","-0.92","1218.35","1219.49","1196.57","4792.0","422951.0","1.05308059E8"
"2017/03/03","1225.06","-13.15","-1.06","1231.21","1233.70","1219.32","4796.0","358752.0","1.06205943E8"
"2017/03/02","1238.21","6.16","0.50","1240.51","1246.59","1230.44","6332.0","495579.0","1.07276051E8"
"2017/02/28","1232.05","7.33","0.60","1226.96","1236.03","1223.26","5830.0","384089.0","1.06813178E8"
"2017/02/27","1224.72","1.31","0.11","1225.00","1229.13","1212.78","3873.0","366419.0","1.06181007E8"
"2017/02/24","1223.41","-16.73","-1.35","1243.66","1243.66","1221.10","6687.0","463804.0","1.06036965E8"
