일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2015/02/24","1131.29","2.76","0.24",,,,,,
"2015/02/23","1128.53","3.66","0.33",,,,,,
"2015/02/17","1124.87","2.22","0.20",,,,,,
"2015/02/16","1122.65","0.67","0.06",,,,,,
"2015/02/13","1121.98","9.20","0.83",,,,,,
"2015/02/12","1112.78","-2.50","-0.22",,,,,,
"2015/02/11","1115.28","5.29","0.48",,,,,,
"2015/02/10","1109.99","-6.03","-0.54",,,,,,
"2015/02/09","1116.02","-5.47","-0.49",,,,,,
"2015/02/06","1121.49","2.21","0.20",,,,,,
"2015/02/05","1119.28","-6.50","-0.58",,,,,,
"2015/02/04","1125.78","5.18","0.46",,,,,,
"2015/02/03","1120.60","-0.33","-0.03",,,,,,
"2015/02/02","1120.93","2.41","0.22",,,,,,
"2015/01/30","1118.52","-2.29","-0.20",,,,,,
"2015/01/29","1120.81","-6.82","-0.60",,,,,,
"2015/01/28","1127.63","2.12","0.19",,,,,,
"2015/01/27","1125.51","7.89","0.71",,,,,,
"2015/01/26","1117.62","-0.31","-0.03",,,,,,
"2015/01/23","1117.93","8.90","0.80",,,,,,
"2015/01/22","1109.03","-1.94","-0.17",,,,,,
"2015/01/21","1110.97","5.56","0.50",,,,,,
"2015/01/20","1105.41","9.94","0.91",,,,,,
"2015/01/19","1095.47","9.67","0.89",,,,,,
"2015/01/16","1085.80","-14.98","-1.36",,,,,,
"2015/01/15","1100.78","0.36","0.03",,,,,,
"2015/01/14","1100.42","-0.79","-0.07",,,,,,
"2015/01/13","1101.21","1.75","0.16",,,,,,
"2015/01/12","1099.46","-1.30","-0.12",,,,,,
"2015/01/09","1100.76","9.39","0.86",,,,,,
"2015/01/08","1091.37","13.83","1.28",,,,,,
"2015/01/07","1077.54","2.31","0.21",,,,,,
"2015/01/06","1075.23","-17.28","-1.58",,,,,,
"2015/01/05","1092.51","-0.87","-0.08",,,,,,
"2015/01/02","1093.38","5.00","0.46",,,,,,
"2014/12/30","1088.38","-7.91","-0.72",,,,,,
