일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/02/24","1193.98","-9.72","-0.81",,,,,,
"2017/02/23","1203.70","-0.21","-0.02",,,,,,
"2017/02/22","1203.91","2.48","0.21",,,,,,
"2017/02/21","1201.43","10.20","0.86",,,,,,
"2017/02/20","1191.23","3.47","0.29",,,,,,
"2017/02/17","1187.76","0.29","0.02",,,,,,
"2017/02/16","1187.47","0.35","0.03",,,,,,
"2017/02/15","1187.12","4.92","0.42",,,,,,
"2017/02/14","1182.20","-3.42","-0.29",,,,,,
"2017/02/13","1185.62","1.28","0.11",,,,,,
"2017/02/10","1184.34","3.99","0.34",,,,,,
"2017/02/09","1180.35","0.43","0.04",,,,,,
"2017/02/08","1179.92","-4.63","-0.39",,,,,,
"2017/02/07","1184.55","-2.34","-0.20",,,,,,
"2017/02/06","1186.89","2.69","0.23",,,,,,
"2017/02/03","1184.20","0.95","0.08",,,,,,
"2017/02/02","1183.25","-6.00","-0.50",,,,,,
"2017/02/01","1189.25","7.70","0.65",,,,,,
"2017/01/31","1181.55","-9.20","-0.77",,,,,,
"2017/01/26","1190.75","10.39","0.88",,,,,,
"2017/01/25","1180.36","2.19","0.19",,,,,,
"2017/01/24","1178.17","-0.05","0.00",,,,,,
"2017/01/23","1178.22","1.02","0.09",,,,,,
"2017/01/20","1177.20","-5.35","-0.45",,,,,,
"2017/01/19","1182.55","1.87","0.16",,,,,,
"2017/01/18","1180.68","-0.04","0.00",,,,,,
"2017/01/17","1180.72","3.89","0.33",,,,,,
"2017/01/16","1176.83","-8.05","-0.68",,,,,,
"2017/01/13","1184.88","-6.95","-0.58",,,,,,
"2017/01/12","1191.83","5.92","0.50",,,,,,
"2017/01/11","1185.91","16.68","1.43",,,,,,
"2017/01/10","1169.23","-1.75","-0.15",,,,,,
"2017/01/09","1170.98","1.15","0.10",,,,,,
"2017/01/06","1169.83","4.90","0.42",,,,,,
"2017/01/05","1164.93","-3.59","-0.31",,,,,,
"2017/01/04","1168.52","1.43","0.12",,,,,,
"2017/01/03","1167.09","10.59","0.92",,,,,,
"2017/01/02","1156.50","0.63","0.05",,,,,,
"2016/12/29","1155.87","1.93","0.17",,,,,,
"2016/12/28","1153.94","-8.32","-0.72",,,,,,
"2016/12/27","1162.26","3.09","0.27",,,,,,
"2016/12/26","1159.17","0.53","0.05",,,,,,
"2016/12/23","1158.64","-0.32","-0.03",,,,,,
"2016/12/22","1158.96","-1.37","-0.12",,,,,,
"2016/12/21","1160.33","-2.28","-0.20",,,,,,
"2016/12/20","1162.61","1.22","0.11",,,,,,
"2016/12/19","1161.39","-2.60","-0.22",,,,,,
"2016/12/16","1163.99","4.77","0.41",,,,,,
"2016/12/15","1159.22","-0.16","-0.01",,,,,,
"2016/12/14","1159.38","1.72","0.15",,,,,,
"2016/12/13","1157.66","5.28","0.46",,,,,,
"2016/12/12","1152.38","1.50","0.13",,,,,,
"2016/12/09","1150.88","-1.91","-0.17",,,,,,
"2016/12/08","1152.79","23.19","2.05",,,,,,
"2016/12/07","1129.60","2.12","0.19",,,,,,
"2016/12/06","1127.48","14.57","1.31",,,,,,
"2016/12/05","1112.91","-5.55","-0.50",,,,,,
"2016/12/02","1118.46","-7.66","-0.68",,,,,,
"2016/12/01","1126.12","0.20","0.02",,,,,,
"2016/11/30","1125.92","5.12","0.46",,,,,,
"2016/11/29","1120.80","0.66","0.06",,,,,,
"2016/11/28","1120.14","1.29","0.12",,,,,,
"2016/11/25","1118.85","1.80","0.16",,,,,,
"2016/11/24","1117.05","-8.17","-0.73",,,,,,
"2016/11/23","1125.22","3.09","0.28",,,,,,
"2016/11/22","1122.13","11.01","0.99",,,,,,
"2016/11/21","1111.12","-5.32","-0.48",,,,,,
"2016/11/18","1116.44","-2.70","-0.24",,,,,,
"2016/11/17","1119.14","0.25","0.02",,,,,,
"2016/11/16","1118.89","7.30","0.66",,,,,,
"2016/11/15","1111.59","-4.04","-0.36",,,,,,
"2016/11/14","1115.63","-8.05","-0.72",,,,,,
"2016/11/11","1123.68","-13.15","-1.16",,,,,,
"2016/11/10","1136.83","27.05","2.44",,,,,,
"2016/11/09","1109.78","-26.65","-2.35",,,,,,
"2016/11/08","1136.43","3.06","0.27",,,,,,
"2016/11/07","1133.37","9.72","0.87",,,,,,
"2016/11/04","1123.65","-1.27","-0.11",,,,,,
"2016/11/03","1124.92","1.57","0.14",,,,,,
"2016/11/02","1123.35","-16.43","-1.44",,,,,,
"2016/11/01","1139.78","0.68","0.06",,,,,,
"2016/10/31","1139.10","-5.39","-0.47",,,,,,
"2016/10/28","1144.49","-2.89","-0.25",,,,,,
"2016/10/27","1147.38","7.55","0.66",,,,,,
