일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/02/24","13720.78","-371.40","-2.64","14038.92","14061.74","13666.32","46850.0","1122144.0","3.84098071E8"
"2017/02/23","14092.18","-28.53","-0.20","14059.90","14149.78","14046.40","58709.0","962946.0","3.94826883E8"
"2017/02/22","14120.71","86.46","0.62","14109.45","14160.29","14060.73","44809.0","770805.0","3.95640348E8"
"2017/02/21","14034.25","125.20","0.90","13895.29","14185.29","13859.65","64203.0","897774.0","3.93185613E8"
"2017/02/20","13909.05","206.86","1.51","13803.59","13941.22","13791.81","46199.0","689418.0","3.89740989E8"
"2017/02/17","13702.19","-17.74","-0.13","13575.10","13752.45","13555.39","27361.0","1173374.0","3.83799741E8"
"2017/02/16","13719.93","132.62","0.98","13657.76","13787.02","13621.27","27999.0","992654.0","3.84590623E8"
"2017/02/15","13587.31","30.06","0.22","13485.76","13644.58","13424.11","40961.0","1360255.0","3.80997459E8"
"2017/02/14","13557.25","-146.17","-1.07","13644.08","13817.48","13473.90","27966.0","1232661.0","3.80321847E8"
"2017/02/13","13703.42","-115.99","-0.84","13681.02","13728.27","13641.75","32538.0","997942.0","3.84158602E8"
"2017/02/10","13819.41","-98.78","-0.71","13949.46","13992.25","13817.12","40442.0","1213799.0","3.87434022E8"
"2017/02/09","13918.19","-26.21","-0.19","13995.03","14033.41","13864.83","27848.0","1232892.0","3.90374144E8"
"2017/02/08","13944.40","-66.19","-0.47","13997.24","14002.66","13817.53","29461.0","1247264.0","3.9089874E8"
"2017/02/07","14010.59","-212.65","-1.50","14225.85","14225.85","14006.03","28218.0","1003226.0","3.92817806E8"
"2017/02/06","14223.24","30.82","0.22","14256.84","14262.15","14091.60","24330.0","758979.0","3.98626431E8"
"2017/02/03","14192.42","41.46","0.29","14175.60","14192.42","14077.58","45795.0","1007911.0","3.97609263E8"
"2017/02/02","14150.96","17.61","0.12","14230.50","14277.07","14102.03","39833.0","1232474.0","3.9670977E8"
"2017/02/01","14133.35","-47.99","-0.34","14252.55","14271.54","14101.87","24912.0","1149790.0","3.96076317E8"
"2017/01/31","14181.34","-88.45","-0.62","14263.78","14291.63","14177.69","22307.0","1315871.0","3.97415439E8"
"2017/01/26","14269.79","183.73","1.30","14193.49","14297.75","14162.14","29177.0","1305802.0","4.00585305E8"
"2017/01/25","14086.06","343.08","2.50","13852.39","14089.77","13819.84","28626.0","1246462.0","3.95185994E8"
"2017/01/24","13742.98","56.21","0.41","13778.72","13846.75","13654.13","27663.0","952695.0","3.85131338E8"
"2017/01/23","13686.77","281.38","2.10","13446.19","13688.70","13373.99","37436.0","876191.0","3.83392574E8"
"2017/01/20","13405.39","-75.94","-0.56","13380.23","13467.78","13326.81","24088.0","645394.0","3.75404829E8"
"2017/01/19","13481.33","151.22","1.13","13628.41","13632.11","13350.34","54426.0","820471.0","3.7762787E8"
"2017/01/18","13330.11","2.82","0.02","13388.01","13471.87","13210.88","20385.0","729701.0","3.73511918E8"
"2017/01/17","13327.29","86.01","0.65","13279.12","13480.63","13230.67","23591.0","621991.0","3.73488831E8"
"2017/01/16","13241.28","-282.99","-2.09","13417.66","13601.34","13133.30","22604.0","1109937.0","3.71075716E8"
"2017/01/13","13524.27","-375.99","-2.70","13703.55","13737.81","13517.18","26302.0","1070739.0","3.78765674E8"
"2017/01/12","13900.26","123.44","0.90","13747.50","13900.26","13687.74","32264.0","1007898.0","3.89480506E8"
"2017/01/11","13776.82","349.49","2.60","13510.46","13855.25","13510.46","24652.0","990552.0","3.86299741E8"
"2017/01/10","13427.33","-10.41","-0.08","13441.52","13484.66","13390.94","26344.0","758570.0","3.7608441E8"
"2017/01/09","13437.74","338.87","2.59","13219.37","13519.55","13208.08","31168.0","1016858.0","3.76268188E8"
"2017/01/06","13098.87","207.85","1.61","13118.17","13173.91","13061.33","27509.0","745634.0","3.6670951E8"
"2017/01/05","12891.02","-135.45","-1.04","13014.16","13023.30","12882.32","32839.0","819508.0","3.61027746E8"
"2017/01/04","13026.47","-120.87","-0.92","13140.52","13140.52","13009.60","30580.0","723622.0","3.65040945E8"
"2017/01/03","13147.34","189.50","1.46","13063.25","13166.77","12988.35","31189.0","746708.0","3.68132752E8"
"2017/01/02","12957.84","31.54","0.24","12890.75","13004.53","12866.06","23432.0","463844.0","3.6326346E8"
"2016/12/29","12926.30","60.59","0.47","12753.39","12930.32","12753.39","15703.0","526247.0","3.62154527E8"
"2016/12/28","12865.71","-66.78","-0.52","12864.02","12930.61","12817.79","20463.0","519894.0","3.60400665E8"
"2016/12/27","12932.49","5.32","0.04","12960.76","12998.11","12891.64","21456.0","441295.0","3.62198043E8"
"2016/12/26","12927.17","82.49","0.64","12855.31","12945.13","12824.61","41523.0","511690.0","3.61666228E8"
"2016/12/23","12844.68","-114.49","-0.88","12947.08","12959.78","12832.21","48050.0","677315.0","3.59273762E8"
