일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/05/08","120.71","-0.42","-0.35","121.46","121.50","119.36","9850.0","150578.0","2.4042493E7"
"2017/05/04","121.13","0.10","0.08","120.88","121.45","120.66","18019.0","198984.0","2.4125478E7"
"2017/05/02","121.03","-0.09","-0.07","121.44","121.64","120.62","15203.0","126270.0","2.4106746E7"
"2017/04/28","121.12","-1.49","-1.22","121.56","121.73","120.84","9418.0","135599.0","2.4016647E7"
"2017/04/27","122.61","-0.73","-0.59","123.34","123.90","121.60","13646.0","162756.0","2.4309114E7"
"2017/04/26","123.34","0.82","0.67","123.47","124.11","123.06","11127.0","163778.0","2.4446175E7"
"2017/04/25","122.52","1.38","1.14","121.78","122.82","121.51","14114.0","168302.0","2.4283607E7"
"2017/04/24","121.14","-0.41","-0.34","121.80","122.39","120.75","12704.0","153713.0","2.4011362E7"
"2017/04/21","121.55","0.94","0.78","120.96","121.65","120.54","19106.0","199978.0","2.4091585E7"
"2017/04/20","120.61","0.77","0.64","119.68","120.61","119.37","16500.0","168856.0","2.3905952E7"
"2017/04/19","119.84","-0.36","-0.30","120.22","120.84","119.71","39038.0","364663.0","2.3755037E7"
"2017/04/18","120.20","1.04","0.87","119.63","120.41","119.47","30137.0","168081.0","2.3825442E7"
"2017/04/17","119.16","0.27","0.23","119.00","119.85","118.78","18599.0","119043.0","2.3619375E7"
"2017/04/14","118.89","-0.76","-0.64","119.43","119.93","118.71","17742.0","84516.0","2.3565696E7"
"2017/04/13","119.65","-0.46","-0.38","119.53","119.94","118.53","23323.0","167781.0","2.3713969E7"
"2017/04/12","120.11","0.43","0.36","119.75","120.53","119.70","24538.0","117485.0","2.3805593E7"
"2017/04/11","119.68","0.02","0.02","119.47","120.09","118.93","56448.0","148959.0","2.3722231E7"
"2017/04/10","119.66","-0.87","-0.72","120.48","120.80","119.35","88761.0","218437.0","2.3717166E7"
"2017/04/07","120.53","0.60","0.50","120.35","120.79","119.90","15585.0","158298.0","2.3890014E7"
"2017/04/06","119.93","0.25","0.21","119.21","119.96","118.82","11788.0","83623.0","2.3770561E7"
"2017/04/05","119.68","1.39","1.18","118.43","119.78","118.28","10821.0","102755.0","2.3722267E7"
"2017/04/04","118.29","-0.28","-0.24","118.57","118.80","118.04","14926.0","93261.0","2.344871E7"
"2017/04/03","118.57","-1.66","-1.38","120.29","120.34","118.06","20439.0","114310.0","2.3503799E7"
"2017/03/31","120.23","-0.14","-0.12","120.04","120.60","119.35","13799.0","105564.0","2.3831365E7"
"2017/03/30","120.37","-1.29","-1.06","121.81","122.02","119.63","10584.0","92515.0","2.3748819E7"
"2017/03/29","121.66","-0.37","-0.30","122.34","122.34","120.86","18716.0","88473.0","2.4002786E7"
"2017/03/28","122.03","2.05","1.71","120.44","122.12","120.30","23652.0","110717.0","2.4076048E7"
"2017/03/27","119.98","-1.63","-1.34","121.51","121.51","119.56","21648.0","104407.0","2.3673397E7"
"2017/03/24","121.61","-0.91","-0.74","123.16","123.17","121.30","44010.0","127763.0","2.3993241E7"
"2017/03/23","122.52","3.43","2.88","119.60","122.69","119.60","76083.0","203988.0","2.4170838E7"
"2017/03/22","119.09","-0.31","-0.26","119.11","120.22","118.82","114909.0","234526.0","2.3498513E7"
"2017/03/21","119.40","0.04","0.03","119.95","120.03","118.42","12895.0","116038.0","2.3561569E7"
"2017/03/20","119.36","-0.87","-0.72","119.98","120.42","118.90","5720.0","92940.0","2.3552216E7"
"2017/03/17","120.23","0.32","0.27","120.17","120.23","119.42","6759.0","96817.0","2.37252E7"
"2017/03/16","119.91","1.81","1.53","119.21","119.98","118.81","8048.0","104872.0","2.3665217E7"
"2017/03/15","118.10","-0.58","-0.49","118.88","118.88","117.74","7655.0","106717.0","2.3309478E7"
"2017/03/14","118.68","-0.63","-0.53","120.10","120.42","118.66","12963.0","136548.0","2.3420802E7"
"2017/03/13","119.31","1.01","0.85","118.46","119.45","117.95","10208.0","113077.0","2.3543434E7"
"2017/03/10","118.30","0.38","0.32","117.52","118.32","116.71","4624.0","76154.0","2.3341189E7"
"2017/03/09","117.92","-1.85","-1.54","119.39","119.45","117.87","5249.0","90170.0","2.3269147E7"
"2017/03/08","119.77","0.17","0.14","119.79","120.80","119.50","5990.0","112369.0","2.3633952E7"
"2017/03/07","119.60","2.32","1.98","117.49","119.85","117.37","7300.0","124848.0","2.3599007E7"
"2017/03/06","117.28","0.15","0.13","117.03","117.37","115.73","4218.0","78704.0","2.3142128E7"
"2017/03/03","117.13","-0.47","-0.40","117.14","117.67","116.56","5327.0","86421.0","2.3112696E7"
"2017/03/02","117.60","-0.52","-0.44","118.84","119.41","117.48","5774.0","117699.0","2.3204087E7"
"2017/02/28","118.12","0.94","0.80","117.25","118.32","116.36","7508.0","124891.0","2.3305329E7"
"2017/02/27","117.18","1.70","1.47","115.94","117.39","115.83","4346.0","101643.0","2.3120827E7"
