일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/02/24","115.48","-0.07","-0.06","115.91","116.38","115.26","8117.0","134681.0","2.278893E7"
"2017/02/23","115.55","-0.53","-0.46","116.09","116.11","115.15","3891.0","70437.0","2.2802813E7"
"2017/02/22","116.08","0.87","0.76","115.42","116.30","115.12","7036.0","91000.0","2.2905436E7"
"2017/02/21","115.21","1.86","1.64","113.56","115.41","113.54","4633.0","90340.0","2.2735217E7"
"2017/02/20","113.35","-0.95","-0.83","114.20","114.23","113.17","4183.0","69225.0","2.2367666E7"
"2017/02/17","114.30","-0.05","-0.04","114.39","115.01","113.79","4212.0","77980.0","2.2553033E7"
"2017/02/16","114.35","0.42","0.37","114.40","115.39","114.22","6481.0","68053.0","2.2564862E7"
"2017/02/15","113.93","-1.04","-0.90","115.53","115.69","113.93","6843.0","85473.0","2.2481947E7"
"2017/02/14","114.97","0.02","0.02","115.26","115.26","113.99","4754.0","70299.0","2.2685411E7"
"2017/02/13","114.95","1.18","1.04","114.25","115.05","113.81","8093.0","74647.0","2.2680579E7"
"2017/02/10","113.77","0.46","0.41","114.18","114.20","112.79","6886.0","100037.0","2.2449198E7"
"2017/02/09","113.31","3.19","2.90","110.25","113.54","110.23","9487.0","123816.0","2.2357169E7"
"2017/02/08","110.12","-0.96","-0.86","110.73","110.84","109.08","5291.0","77539.0","2.1732719E7"
"2017/02/07","111.08","0.15","0.14","110.81","111.08","110.18","3908.0","61154.0","2.1921196E7"
"2017/02/06","110.93","-0.08","-0.07","111.58","111.95","110.47","4299.0","77432.0","2.1891894E7"
"2017/02/03","111.01","-0.10","-0.09","111.45","111.85","110.43","6703.0","110482.0","2.1907331E7"
"2017/02/02","111.11","-1.37","-1.22","112.29","113.30","110.89","7881.0","148765.0","2.1928383E7"
"2017/02/01","112.48","3.01","2.75","110.17","112.69","110.12","5913.0","121774.0","2.2202917E7"
"2017/01/31","109.47","0.23","0.21","109.73","109.91","108.96","4329.0","66998.0","2.1611784E7"
"2017/01/26","109.24","2.37","2.22","107.25","109.96","107.18","4702.0","98793.0","2.1566673E7"
"2017/01/25","106.87","-2.11","-1.94","108.83","108.91","106.43","5409.0","93901.0","2.1101319E7"
"2017/01/24","108.98","0.11","0.10","108.68","109.08","108.14","5705.0","57471.0","2.1518469E7"
"2017/01/23","108.87","0.08","0.07","108.88","110.02","108.55","4502.0","53594.0","2.1495656E7"
"2017/01/20","108.79","-1.13","-1.03","109.41","109.61","108.21","6025.0","86481.0","2.14817E7"
