산업,사원수,기업구분,설립일,자본금,매출액,대표자,주요사업,4대보험,홈페이지,주소,평균연봉
기계·기계설비,80명,중소기업,1999.11.29,186억원,207억,김봉관,"산업용로봇제조, 지능형로봇제조개발, 소프트웨어개발","국민연금, 건강보험, 고용보험, 산재보험",http://www.Hyulimrobot.com,충남 천안시 서북구 직산읍 4산단6길 27 (신갈리) 휴림로봇(주),"['4,978']"
