Season,Episode,Episode ID,Actor,Role
1,1,tt31321401,Mark Addy,Robert Baratheon
1,1,tt31321401,Alfie Allen,Theon Greyjoy
1,1,tt31321401,Sean Bean,Ned Stark
1,1,tt31321401,Esmé Bianco,Roz
1,1,tt31321401,Jamie Campbell Bower,Waymar Royce
1,1,tt31321401,Nikolaj Coster-Waldau,Jaime Lannister
1,1,tt31321401,Peter Dinklage,Tyrion Lannister
1,1,tt31321401,Jennifer Ehle,Catelyn Stark
1,1,tt31321401,Jack Gleeson,Joffrey Baratheon
1,1,tt31321401,Iain Glen,Jorah Mormont
1,1,tt31321401,Kit Harington,Jon Snow
1,1,tt31321401,Lena Headey,Cersei Lannister
1,1,tt31321401,Isaac Hempstead Wright,Bran Stark
1,1,tt31321401,Harry Lloyd,Viserys Targaryen
1,1,tt31321401,Richard Madden,Robb Stark
1,1,tt31321401,George R.R. Martin,Pentoshi Nobleman
1,1,tt31321401,Rory McCann,Sandor Clegane
1,1,tt31321401,Ian McNeice,Illyrio Mopatis
1,1,tt31321401,Tamzin Merchant,Daenerys Targaryen
1,1,tt31321401,Jason Momoa,Khal Drogo
1,1,tt31321401,Art Parkinson,Rickon Stark
1,1,tt31321401,Richard Ridings,Gared
1,1,tt31321401,Sophie Turner,Sansa Stark
1,1,tt31321401,Maisie Williams,Arya Stark
1,2,tt1480055,Sean Bean,Eddard 'Ned' Stark
1,2,tt1480055,Mark Addy,Robert Baratheon
1,2,tt1480055,Nikolaj Coster-Waldau,Jaime Lannister
1,2,tt1480055,Michelle Fairley,Catelyn Stark
1,2,tt1480055,Lena Headey,Cersei Lannister
1,2,tt1480055,Emilia Clarke,Daenerys Targaryen
1,2,tt1480055,Iain Glen,Jorah Mormont
1,2,tt1480055,Harry Lloyd,Viserys Targaryen
1,2,tt1480055,Kit Harington,Jon Snow
1,2,tt1480055,Sophie Turner,Sansa Stark
1,2,tt1480055,Maisie Williams,Arya Stark
1,2,tt1480055,Richard Madden,Robb Stark
1,2,tt1480055,Alfie Allen,Theon Greyjoy
1,2,tt1480055,Isaac Hempstead Wright,Bran Stark
1,2,tt1480055,Jack Gleeson,Joffrey Baratheon
1,2,tt1480055,Rory McCann,Sandor 'The Hound' Clegane
1,2,tt1480055,Peter Dinklage,Tyrion Lannister
1,2,tt1480055,Donald Sumpter,Maester Luwin
1,2,tt1480055,Jamie Sives,Jory Cassel
1,2,tt1480055,Ron Donachie,Rodrik Cassel
1,2,tt1480055,Joseph Mawle,Benjen Stark
1,2,tt1480055,Roger Allam,Illyrio Mopatis
1,2,tt1480055,Dar Salim,Qotho
1,2,tt1480055,Esmé Bianco,Ros
1,2,tt1480055,Susan Brown,Septa Mordane
1,2,tt1480055,Bronson Webb,Will
1,2,tt1480055,John Standing,Jon Arryn
1,2,tt1480055,Rob Ostlere,Waymar Royce
1,2,tt1480055,Dermot Keaney,Gared
1,2,tt1480055,Art Parkinson,Rickon Stark
1,2,tt1480055,Callum Wharry,Tommen Baratheon
1,2,tt1480055,Aimee Richardson,Myrcella Baratheon
1,2,tt1480055,Kristian Nairn,Hodor
1,2,tt1480055,Rania Zouari,Pentoshi Servant
1,2,tt1480055,Ian Whyte,White Walker #1
1,2,tt1480055,Spencer Wilding,White Walker #2
1,2,tt1480055,Claire Wright,Wight Wildling Girl
1,2,tt1480055,Jason Momoa,Khal Drogo
1,3,tt1668746,Sean Bean,Eddard 'Ned' Stark
1,3,tt1668746,Mark Addy,Robert Baratheon
1,3,tt1668746,Nikolaj Coster-Waldau,Jaime Lannister
1,3,tt1668746,Michelle Fairley,Catelyn Stark
1,3,tt1668746,Lena Headey,Cersei Lannister
1,3,tt1668746,Emilia Clarke,Daenerys Targaryen
1,3,tt1668746,Iain Glen,Jorah Mormont
1,3,tt1668746,Harry Lloyd,Viserys Targaryen
1,3,tt1668746,Kit Harington,Jon Snow
1,3,tt1668746,Sophie Turner,Sansa Stark
1,3,tt1668746,Maisie Williams,Arya Stark
1,3,tt1668746,Richard Madden,Robb Stark
1,3,tt1668746,Alfie Allen,Theon Greyjoy
1,3,tt1668746,Isaac Hempstead Wright,Bran Stark
1,3,tt1668746,Jack Gleeson,Joffrey Baratheon
1,3,tt1668746,Rory McCann,Sandor 'The Hound' Clegane
1,3,tt1668746,Peter Dinklage,Tyrion Lannister
1,3,tt1668746,Donald Sumpter,Maester Luwin
1,3,tt1668746,Jamie Sives,Jory Cassel
1,3,tt1668746,Ron Donachie,Rodrik Cassel
1,3,tt1668746,Joseph Mawle,Benjen Stark
1,3,tt1668746,Roxanne McKee,Doreah
1,3,tt1668746,Dar Salim,Qotho
1,3,tt1668746,Amrita Acharia,Irri
1,3,tt1668746,Sarita Piotrowski,Jhiqui
1,3,tt1668746,Wilko Johnson,Ilyn Payne
1,3,tt1668746,Rhodri Hosking,Mycah
1,3,tt1668746,Luke Barnes,Rast
1,3,tt1668746,Lalor Roddy,Catspaw Assassin
1,3,tt1668746,Conor Delaney,Lannister Guard
1,3,tt1668746,Callum Wharry,Tommen Baratheon
1,3,tt1668746,Aimee Richardson,Myrcella Baratheon
1,3,tt1668746,Jason Momoa,Khal Drogo
1,3,tt1668746,Frédéric André,Knight
1,4,tt1829962,Sean Bean,Eddard 'Ned' Stark
1,4,tt1829962,Mark Addy,Robert Baratheon
1,4,tt1829962,Nikolaj Coster-Waldau,Jaime Lannister
1,4,tt1829962,Michelle Fairley,Catelyn Stark
1,4,tt1829962,Lena Headey,Cersei Lannister
1,4,tt1829962,Emilia Clarke,Daenerys Targaryen
1,4,tt1829962,Iain Glen,Jorah Mormont
1,4,tt1829962,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,4,tt1829962,Harry Lloyd,Viserys Targaryen
1,4,tt1829962,Kit Harington,Jon Snow
1,4,tt1829962,Sophie Turner,Sansa Stark
1,4,tt1829962,Maisie Williams,Arya Stark
1,4,tt1829962,Isaac Hempstead Wright,Bran Stark
1,4,tt1829962,Richard Madden,Robb Stark
1,4,tt1829962,Jack Gleeson,Joffrey Baratheon
1,4,tt1829962,Peter Dinklage,Tyrion Lannister
1,4,tt1829962,Conleth Hill,Lord Varys
1,4,tt1829962,James Cosmo,Jeor Mormont
1,4,tt1829962,Owen Teale,Alliser Thorne
1,4,tt1829962,Jamie Sives,Jory Cassel
1,4,tt1829962,Ian McElhinney,Barristan Selmy
1,4,tt1829962,Ron Donachie,Rodrik Cassel
1,4,tt1829962,Joseph Mawle,Benjen Stark
1,4,tt1829962,Francis Magee,Yoren
1,4,tt1829962,Julian Glover,Grand Maester Pycelle
1,4,tt1829962,Gethin Anthony,Renly Baratheon
1,4,tt1829962,Peter Vaughan,Maester Aemon
1,4,tt1829962,Miltos Yerolemou,Syrio Forel
1,4,tt1829962,Margaret John,Old Nan
1,4,tt1829962,Susan Brown,Septa Mordane
1,4,tt1829962,Robert Sterne,Royal Steward
1,4,tt1829962,Mark Stanley,Grenn
1,4,tt1829962,Josef Altin,Pypar
1,4,tt1829962,Luke Barnes,Rast
1,4,tt1829962,Elyes Gabel,Rakharo
1,4,tt1829962,Amrita Acharia,Irri
1,4,tt1829962,Eugene Simon,Lancel Lannister
1,4,tt1829962,Paul Portelli,Drunk Patron
1,4,tt1829962,Nikovich Sammut,Goldcloak #1
1,4,tt1829962,Seamus Kelly,Goldcloak #2
1,4,tt1829962,Emily Diamond,King's Landing Whore
1,4,tt1829962,Jason Momoa,Khal Drogo
1,5,tt1829963,Sean Bean,Eddard 'Ned' Stark
1,5,tt1829963,Mark Addy,Robert Baratheon
1,5,tt1829963,Nikolaj Coster-Waldau,Jaime Lannister
1,5,tt1829963,Michelle Fairley,Catelyn Stark
1,5,tt1829963,Lena Headey,Cersei Lannister
1,5,tt1829963,Emilia Clarke,Daenerys Targaryen
1,5,tt1829963,Iain Glen,Jorah Mormont
1,5,tt1829963,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,5,tt1829963,Harry Lloyd,Viserys Targaryen
1,5,tt1829963,Kit Harington,Jon Snow
1,5,tt1829963,Sophie Turner,Sansa Stark
1,5,tt1829963,Maisie Williams,Arya Stark
1,5,tt1829963,Richard Madden,Robb Stark
1,5,tt1829963,Alfie Allen,Theon Greyjoy
1,5,tt1829963,Isaac Hempstead Wright,Bran Stark
1,5,tt1829963,Jack Gleeson,Joffrey Baratheon
1,5,tt1829963,Rory McCann,Sandor 'The Hound' Clegane
1,5,tt1829963,Peter Dinklage,Tyrion Lannister
1,5,tt1829963,Donald Sumpter,Maester Luwin
1,5,tt1829963,Conleth Hill,Lord Varys
1,5,tt1829963,Jerome Flynn,Bronn
1,5,tt1829963,Owen Teale,Alliser Thorne
1,5,tt1829963,Jamie Sives,Jory Cassel
1,5,tt1829963,Ron Donachie,Rodrik Cassel
1,5,tt1829963,Francis Magee,Yoren
1,5,tt1829963,Ian McElhinney,Barristan Selmy
1,5,tt1829963,Dominic Carter,Janos Slynt
1,5,tt1829963,Julian Glover,Grand Maester Pycelle
1,5,tt1829963,Gethin Anthony,Renly Baratheon
1,5,tt1829963,Emun Elliott,Marillion
1,5,tt1829963,Susan Brown,Septa Mordane
1,5,tt1829963,Margaret John,Old Nan
1,5,tt1829963,John Bradley,Samwell Tarly
1,5,tt1829963,Mark Stanley,Grenn
1,5,tt1829963,Josef Altin,Pypar
1,5,tt1829963,Luke Barnes,Rast
1,5,tt1829963,Conan Stevens,Gregor 'The Mountain' Clegane
1,5,tt1829963,Amrita Acharia,Irri
1,5,tt1829963,Roxanne McKee,Doreah
1,5,tt1829963,Kristian Nairn,Hodor
1,5,tt1829963,Jefferson Hall,Hugh of the Vale
1,5,tt1829963,Joe Dempsie,Gendry
1,5,tt1829963,Andrew Wilde,Tobho Mott
1,5,tt1829963,Callum Wharry,Tommen Baratheon
1,5,tt1829963,Aimee Richardson,Myrcella Baratheon
1,5,tt1829963,Kevin Keenan,Kurleket
1,5,tt1829963,Patrick Ryan,Knight of House Frey
1,5,tt1829963,Ryan McKenna,Willis Wode
1,5,tt1829963,Susie Kelly,Masha Heddle
1,5,tt1829963,Jason Momoa,Khal Drogo
1,6,tt1829964,Sean Bean,Eddard 'Ned' Stark
1,6,tt1829964,Mark Addy,Robert Baratheon
1,6,tt1829964,Nikolaj Coster-Waldau,Jaime Lannister
1,6,tt1829964,Michelle Fairley,Catelyn Stark
1,6,tt1829964,Lena Headey,Cersei Lannister
1,6,tt1829964,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,6,tt1829964,Sophie Turner,Sansa Stark
1,6,tt1829964,Maisie Williams,Arya Stark
1,6,tt1829964,Alfie Allen,Theon Greyjoy
1,6,tt1829964,Isaac Hempstead Wright,Bran Stark
1,6,tt1829964,Jack Gleeson,Joffrey Baratheon
1,6,tt1829964,Rory McCann,Sandor 'The Hound' Clegane
1,6,tt1829964,Peter Dinklage,Tyrion Lannister
1,6,tt1829964,Donald Sumpter,Maester Luwin
1,6,tt1829964,Conleth Hill,Lord Varys
1,6,tt1829964,Jamie Sives,Jory Cassel
1,6,tt1829964,Ron Donachie,Rodrik Cassel
1,6,tt1829964,Jerome Flynn,Bronn
1,6,tt1829964,Francis Magee,Yoren
1,6,tt1829964,Ian McElhinney,Barristan Selmy
1,6,tt1829964,Kate Dickie,Lysa Arryn
1,6,tt1829964,Julian Glover,Grand Maester Pycelle
1,6,tt1829964,Gethin Anthony,Renly Baratheon
1,6,tt1829964,Roger Allam,Illyrio Mopatis
1,6,tt1829964,Emun Elliott,Marillion
1,6,tt1829964,Finn Jones,Loras Tyrell
1,6,tt1829964,Conan Stevens,Gregor 'The Mountain' Clegane
1,6,tt1829964,Ciaran Bermingham,Mord
1,6,tt1829964,Susan Brown,Septa Mordane
1,6,tt1829964,Esmé Bianco,Ros
1,6,tt1829964,Jefferson Hall,Hugh of the Vale
1,6,tt1829964,Lino Facioli,Robin Arryn
1,6,tt1829964,Brendan McCormack,Vardis Egen
1,6,tt1829964,Robert Sterne,Royal Steward
1,6,tt1829964,Alan Paris,Goldcloak
1,6,tt1829964,Kevin Keenan,Kurleket
1,6,tt1829964,Ryan McKenna,Willis Wode
1,6,tt1829964,Eugene Simon,Lancel Lannister
1,6,tt1829964,Antonia Christophers,Mhaegen
1,6,tt1829964,Emily Diamond,King's Landing Whore
1,6,tt1829964,Callum Wharry,Tommen Baratheon
1,6,tt1829964,Aimee Richardson,Myrcella Baratheon
1,7,tt1837862,Sean Bean,Eddard 'Ned' Stark
1,7,tt1837862,Mark Addy,Robert Baratheon
1,7,tt1837862,Michelle Fairley,Catelyn Stark
1,7,tt1837862,Lena Headey,Cersei Lannister
1,7,tt1837862,Emilia Clarke,Daenerys Targaryen
1,7,tt1837862,Iain Glen,Jorah Mormont
1,7,tt1837862,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,7,tt1837862,Harry Lloyd,Viserys Targaryen
1,7,tt1837862,Richard Madden,Robb Stark
1,7,tt1837862,Sophie Turner,Sansa Stark
1,7,tt1837862,Maisie Williams,Arya Stark
1,7,tt1837862,Alfie Allen,Theon Greyjoy
1,7,tt1837862,Isaac Hempstead Wright,Bran Stark
1,7,tt1837862,Jack Gleeson,Joffrey Baratheon
1,7,tt1837862,Peter Dinklage,Tyrion Lannister
1,7,tt1837862,Jerome Flynn,Bronn
1,7,tt1837862,Ron Donachie,Rodrik Cassel
1,7,tt1837862,Ian McElhinney,Barristan Selmy
1,7,tt1837862,Finn Jones,Loras Tyrell
1,7,tt1837862,Kate Dickie,Lysa Arryn
1,7,tt1837862,Julian Glover,Grand Maester Pycelle
1,7,tt1837862,Gethin Anthony,Renly Baratheon
1,7,tt1837862,Emun Elliott,Marillion
1,7,tt1837862,Miltos Yerolemou,Syrio Forel
1,7,tt1837862,Ciaran Bermingham,Mord
1,7,tt1837862,Susan Brown,Septa Mordane
1,7,tt1837862,Natalia Tena,Osha
1,7,tt1837862,Lino Facioli,Robin Arryn
1,7,tt1837862,Esmé Bianco,Ros
1,7,tt1837862,Amrita Acharia,Irri
1,7,tt1837862,Roxanne McKee,Doreah
1,7,tt1837862,Kristian Nairn,Hodor
1,7,tt1837862,Brendan McCormack,Vardis Egen
1,7,tt1837862,Elyes Gabel,Rakharo
1,7,tt1837862,Dar Salim,Qotho
1,7,tt1837862,Eugene Simon,Lancel Lannister
1,7,tt1837862,Amira Ghazalla,Dothraki Crone
1,7,tt1837862,Niall Cusack,Joss
1,7,tt1837862,Stephen Don,Stiv
1,7,tt1837862,Paddy Rocks,Knight of House Lynderly
1,7,tt1837862,Barrington Cullen,Eon Hunter
1,7,tt1837862,Barry O'Connor,Night's Watch Deserter
1,7,tt1837862,David Michael Scott,Beric Dondarrion
1,7,tt1837862,Jason Momoa,Khal Drogo
1,8,tt1837863,Sean Bean,Eddard 'Ned' Stark
1,8,tt1837863,Mark Addy,Robert Baratheon
1,8,tt1837863,Nikolaj Coster-Waldau,Jaime Lannister
1,8,tt1837863,Lena Headey,Cersei Lannister
1,8,tt1837863,Emilia Clarke,Daenerys Targaryen
1,8,tt1837863,Iain Glen,Jorah Mormont
1,8,tt1837863,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,8,tt1837863,Kit Harington,Jon Snow
1,8,tt1837863,Alfie Allen,Theon Greyjoy
1,8,tt1837863,Jack Gleeson,Joffrey Baratheon
1,8,tt1837863,Rory McCann,Sandor 'The Hound' Clegane
1,8,tt1837863,Donald Sumpter,Maester Luwin
1,8,tt1837863,Conleth Hill,Lord Varys
1,8,tt1837863,James Cosmo,Jeor Mormont
1,8,tt1837863,Owen Teale,Alliser Thorne
1,8,tt1837863,Charles Dance,Tywin Lannister
1,8,tt1837863,Ian McElhinney,Barristan Selmy
1,8,tt1837863,John Bradley,Samwell Tarly
1,8,tt1837863,Peter Vaughan,Maester Aemon
1,8,tt1837863,Julian Glover,Grand Maester Pycelle
1,8,tt1837863,Gethin Anthony,Renly Baratheon
1,8,tt1837863,Dominic Carter,Janos Slynt
1,8,tt1837863,Natalia Tena,Osha
1,8,tt1837863,Esmé Bianco,Ros
1,8,tt1837863,Mark Stanley,Grenn
1,8,tt1837863,Josef Altin,Pypar
1,8,tt1837863,Luke Barnes,Rast
1,8,tt1837863,Amrita Acharia,Irri
1,8,tt1837863,Roxanne McKee,Doreah
1,8,tt1837863,Elyes Gabel,Rakharo
1,8,tt1837863,Dar Salim,Qotho
1,8,tt1837863,Robert Sterne,Royal Steward
1,8,tt1837863,Simon Lowe,Wine Merchant
1,8,tt1837863,Sahara Knite,Armeca
1,8,tt1837863,Graham Charles,Varly
1,8,tt1837863,Brian Fortune,Othell Yarwyck
1,8,tt1837863,Jeffrey O'Brien,Jaremy Rykker
1,8,tt1837863,Dennis McKeever,Night's Watch Officer
1,8,tt1837863,Phil Dixon,Tomard
1,8,tt1837863,Tristan Mercieca,Little Bird
1,8,tt1837863,Jason Momoa,Khal Drogo
1,9,tt1837864,Sean Bean,Eddard 'Ned' Stark
1,9,tt1837864,Michelle Fairley,Catelyn Stark
1,9,tt1837864,Lena Headey,Cersei Lannister
1,9,tt1837864,Emilia Clarke,Daenerys Targaryen
1,9,tt1837864,Iain Glen,Jorah Mormont
1,9,tt1837864,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,9,tt1837864,Kit Harington,Jon Snow
1,9,tt1837864,Richard Madden,Robb Stark
1,9,tt1837864,Sophie Turner,Sansa Stark
1,9,tt1837864,Maisie Williams,Arya Stark
1,9,tt1837864,Alfie Allen,Theon Greyjoy
1,9,tt1837864,Isaac Hempstead Wright,Bran Stark
1,9,tt1837864,Jack Gleeson,Joffrey Baratheon
1,9,tt1837864,Rory McCann,Sandor 'The Hound' Clegane
1,9,tt1837864,Peter Dinklage,Tyrion Lannister
1,9,tt1837864,Donald Sumpter,Maester Luwin
1,9,tt1837864,Conleth Hill,Lord Varys
1,9,tt1837864,Jerome Flynn,Bronn
1,9,tt1837864,James Cosmo,Jeor Mormont
1,9,tt1837864,Owen Teale,Alliser Thorne
1,9,tt1837864,Ron Donachie,Rodrik Cassel
1,9,tt1837864,Charles Dance,Tywin Lannister
1,9,tt1837864,Ian McElhinney,Barristan Selmy
1,9,tt1837864,John Bradley,Samwell Tarly
1,9,tt1837864,Julian Glover,Grand Maester Pycelle
1,9,tt1837864,Miltos Yerolemou,Syrio Forel
1,9,tt1837864,Kate Dickie,Lysa Arryn
1,9,tt1837864,Dominic Carter,Janos Slynt
1,9,tt1837864,Natalia Tena,Osha
1,9,tt1837864,Susan Brown,Septa Mordane
1,9,tt1837864,Clive Mantle,Greatjon Umber
1,9,tt1837864,Mark Stanley,Grenn
1,9,tt1837864,Josef Altin,Pypar
1,9,tt1837864,Luke Barnes,Rast
1,9,tt1837864,Mark Lewis Jones,Shagga
1,9,tt1837864,Mia Soteriou,Mirri Maz Duur
1,9,tt1837864,Amrita Acharia,Irri
1,9,tt1837864,Roxanne McKee,Doreah
1,9,tt1837864,Kristian Nairn,Hodor
1,9,tt1837864,Elyes Gabel,Rakharo
1,9,tt1837864,Dar Salim,Qotho
1,9,tt1837864,Robert Sterne,Royal Steward
1,9,tt1837864,Ian Gelder,Kevan Lannister
1,9,tt1837864,Lino Facioli,Robin Arryn
1,9,tt1837864,Art Parkinson,Rickon Stark
1,9,tt1837864,Ian Beattie,Meryn Trant
1,9,tt1837864,Simon Stewart,Lannister Messenger
1,9,tt1837864,Matthew Scurfield,Vayon Poole
1,9,tt1837864,Frank O'Sullivan,Night's Watch Messenger
1,9,tt1837864,Brian Fortune,Othell Yarwyck
1,9,tt1837864,Chris Gallagher,Lannister Scout
1,9,tt1837864,Rick Burn,Stark Guard
1,9,tt1837864,Hugo Culverhouse,Red Keep Stableboy
1,9,tt1837864,Jason Momoa,Khal Drogo
1,10,tt1851398,Sean Bean,Eddard 'Ned' Stark
1,10,tt1851398,Michelle Fairley,Catelyn Stark
1,10,tt1851398,Nikolaj Coster-Waldau,Jaime Lannister
1,10,tt1851398,Lena Headey,Cersei Lannister
1,10,tt1851398,Emilia Clarke,Daenerys Targaryen
1,10,tt1851398,Iain Glen,Jorah Mormont
1,10,tt1851398,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,10,tt1851398,Kit Harington,Jon Snow
1,10,tt1851398,Richard Madden,Robb Stark
1,10,tt1851398,Sophie Turner,Sansa Stark
1,10,tt1851398,Maisie Williams,Arya Stark
1,10,tt1851398,Alfie Allen,Theon Greyjoy
1,10,tt1851398,Jack Gleeson,Joffrey Baratheon
1,10,tt1851398,Rory McCann,Sandor 'The Hound' Clegane
1,10,tt1851398,Peter Dinklage,Tyrion Lannister
1,10,tt1851398,Conleth Hill,Lord Varys
1,10,tt1851398,Jerome Flynn,Bronn
1,10,tt1851398,James Cosmo,Jeor Mormont
1,10,tt1851398,Ron Donachie,Rodrik Cassel
1,10,tt1851398,Charles Dance,Tywin Lannister
1,10,tt1851398,Francis Magee,Yoren
1,10,tt1851398,John Bradley,Samwell Tarly
1,10,tt1851398,Julian Glover,Grand Maester Pycelle
1,10,tt1851398,Peter Vaughan,Maester Aemon
1,10,tt1851398,Sibel Kekilli,Shae
1,10,tt1851398,David Bradley,Walder Frey
1,10,tt1851398,Clive Mantle,Greatjon Umber
1,10,tt1851398,Wilko Johnson,Ilyn Payne
1,10,tt1851398,Mark Stanley,Grenn
1,10,tt1851398,Josef Altin,Pypar
1,10,tt1851398,Luke Barnes,Rast
1,10,tt1851398,Mark Lewis Jones,Shagga
1,10,tt1851398,Mia Soteriou,Mirri Maz Duur
1,10,tt1851398,Amrita Acharia,Irri
1,10,tt1851398,Roxanne McKee,Doreah
1,10,tt1851398,Elyes Gabel,Rakharo
1,10,tt1851398,Dar Salim,Qotho
1,10,tt1851398,Ian Gelder,Kevan Lannister
1,10,tt1851398,Edward Mercieca,King's Landing Baker
1,10,tt1851398,Marcus Lamb,Night's Watchman
1,10,tt1851398,Colin Carnegie,Stevron Frey
1,10,tt1851398,Bryan McCaugherty,Ryger Rivers
1,10,tt1851398,Stephen Grech,King's Landing Urchin
1,10,tt1851398,Jason Momoa,Khal Drogo
1,11,tt1851397,Sean Bean,Eddard 'Ned' Stark
1,11,tt1851397,Michelle Fairley,Catelyn Stark
1,11,tt1851397,Nikolaj Coster-Waldau,Jaime Lannister
1,11,tt1851397,Lena Headey,Cersei Lannister
1,11,tt1851397,Emilia Clarke,Daenerys Targaryen
1,11,tt1851397,Iain Glen,Jorah Mormont
1,11,tt1851397,Aidan Gillen,Petyr 'Littlefinger' Baelish
1,11,tt1851397,Kit Harington,Jon Snow
1,11,tt1851397,Richard Madden,Robb Stark
1,11,tt1851397,Sophie Turner,Sansa Stark
1,11,tt1851397,Maisie Williams,Arya Stark
1,11,tt1851397,Alfie Allen,Theon Greyjoy
1,11,tt1851397,Isaac Hempstead Wright,Bran Stark
1,11,tt1851397,Jack Gleeson,Joffrey Baratheon
1,11,tt1851397,Rory McCann,Sandor 'The Hound' Clegane
1,11,tt1851397,Peter Dinklage,Tyrion Lannister
1,11,tt1851397,Donald Sumpter,Maester Luwin
1,11,tt1851397,Conleth Hill,Lord Varys
1,11,tt1851397,Jerome Flynn,Bronn
1,11,tt1851397,James Cosmo,Jeor Mormont
1,11,tt1851397,Ron Donachie,Rodrik Cassel
1,11,tt1851397,Charles Dance,Tywin Lannister
1,11,tt1851397,Francis Magee,Yoren
1,11,tt1851397,John Bradley,Samwell Tarly
1,11,tt1851397,Julian Glover,Grand Maester Pycelle
1,11,tt1851397,Emun Elliott,Marillion
1,11,tt1851397,Sibel Kekilli,Shae
1,11,tt1851397,Natalia Tena,Osha
1,11,tt1851397,Esmé Bianco,Ros
1,11,tt1851397,Clive Mantle,Greatjon Umber
1,11,tt1851397,Wilko Johnson,Ilyn Payne
1,11,tt1851397,Mark Stanley,Grenn
1,11,tt1851397,Josef Altin,Pypar
1,11,tt1851397,Mia Soteriou,Mirri Maz Duur
1,11,tt1851397,Amrita Acharia,Irri
1,11,tt1851397,Elyes Gabel,Rakharo
1,11,tt1851397,Ian Gelder,Kevan Lannister
1,11,tt1851397,Kristian Nairn,Hodor
1,11,tt1851397,Eugene Simon,Lancel Lannister
1,11,tt1851397,Joe Dempsie,Gendry
1,11,tt1851397,Ben Hawkey,Hot Pie
1,11,tt1851397,Eros V,Lommy Greenhands
1,11,tt1851397,Art Parkinson,Rickon Stark
1,11,tt1851397,Ian Beattie,Meryn Trant
1,11,tt1851397,Steve Blount,Rickard Karstark
1,11,tt1851397,Gerry O'Brien,Jonos Bracken
1,11,tt1851397,Vinnie McCabe,Leo Lefford
1,11,tt1851397,B.J. Hogg,Addam Marbrand
1,11,tt1851397,Faolan Morgan,Stark Guard
1,11,tt1851397,Jason Momoa,Khal Drogo
2,1,tt1971833,Peter Dinklage,Tyrion Lannister
2,1,tt1971833,Lena Headey,Cersei Lannister
2,1,tt1971833,Nikolaj Coster-Waldau,Jaime Lannister
2,1,tt1971833,Michelle Fairley,Catelyn Stark
2,1,tt1971833,Emilia Clarke,Daenerys Targaryen
2,1,tt1971833,Aidan Gillen,Petyr 'Littlefinger' Baelish
2,1,tt1971833,Iain Glen,Jorah Mormont
2,1,tt1971833,Kit Harington,Jon Snow
2,1,tt1971833,Liam Cunningham,Davos Seaworth
2,1,tt1971833,Isaac Hempstead Wright,Bran Stark
2,1,tt1971833,Richard Madden,Robb Stark
2,1,tt1971833,Sophie Turner,Sansa Stark
2,1,tt1971833,Maisie Williams,Arya Stark
2,1,tt1971833,Alfie Allen,Theon Greyjoy
2,1,tt1971833,John Bradley,Samwell Tarly
2,1,tt1971833,Jack Gleeson,Joffrey Baratheon
2,1,tt1971833,Rory McCann,Sandor 'The Hound' Clegane
2,1,tt1971833,Stephen Dillane,Stannis Baratheon
2,1,tt1971833,Carice van Houten,Melisandre
2,1,tt1971833,James Cosmo,Jeor Mormont
2,1,tt1971833,Jerome Flynn,Bronn
2,1,tt1971833,Conleth Hill,Lord Varys
2,1,tt1971833,Sibel Kekilli,Shae
2,1,tt1971833,Donald Sumpter,Maester Luwin
2,1,tt1971833,Ron Donachie,Rodrik Cassel
2,1,tt1971833,Julian Glover,Grand Maester Pycelle
2,1,tt1971833,Robert Pugh,Craster
2,1,tt1971833,Natalia Tena,Osha
2,1,tt1971833,Oliver Ford Davies,Maester Cressen
2,1,tt1971833,Mark Stanley,Grenn
2,1,tt1971833,Ben Crompton,Eddison Tollett
2,1,tt1971833,Joe Dempsie,Gendry
2,1,tt1971833,Ben Hawkey,Hot Pie
2,1,tt1971833,Eros V,Lommy Greenhands
2,1,tt1971833,Roxanne McKee,Doreah
2,1,tt1971833,Amrita Acharia,Irri
2,1,tt1971833,Elyes Gabel,Rakharo
2,1,tt1971833,Steven Cole,Kovarro
2,1,tt1971833,Kristian Nairn,Hodor
2,1,tt1971833,Esmé Bianco,Ros
2,1,tt1971833,Dominic Carter,Janos Slynt
2,1,tt1971833,Kerr Logan,Matthos Seaworth
2,1,tt1971833,Tony Way,Dontos Hollard
2,1,tt1971833,Hannah Murray,Gilly
2,1,tt1971833,Karl Davies,Alton Lannister
2,1,tt1971833,Ian Beattie,Meryn Trant
2,1,tt1971833,Pat Mooney,Northern Lord
2,1,tt1971833,Sahara Knite,Armeca
2,1,tt1971833,Maisie Dee,Daisy
2,1,tt1971833,Antonia Christophers,Mhaegen
2,1,tt1971833,Aimee Richardson,Myrcella Baratheon
2,1,tt1971833,Callum Wharry,Tommen Baratheon
2,1,tt1971833,Andrew Wilde,Tobho Mott
2,1,tt1971833,Natalia Lee,Chella
2,1,tt1971833,Gordon Fulton,Lord Portan
2,1,tt1971833,Marko Cindric,Tourney Herald
2,1,tt1971833,Josephine Gillan,Marei
2,1,tt1971833,Dennis Stokes,Male Prostitute
2,2,tt2069318,Peter Dinklage,Tyrion Lannister
