일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2015/02/24","430.94","1.00","0.23","430.11","431.63","427.67","24409.0","380739.0","1.52366043E8"
"2015/02/23","429.94","2.36","0.55","431.17","431.37","428.59","25271.0","383760.0","1.52019096E8"
"2015/02/17","427.58","-1.37","-0.32","426.85","428.63","423.89","21328.0","362689.0","1.51211501E8"
"2015/02/16","428.95","-0.62","-0.14","428.70","430.23","426.64","20932.0","249605.0","1.51740315E8"
"2015/02/13","429.57","-1.03","-0.24","430.72","431.04","426.96","24661.0","417537.0","1.51960386E8"
"2015/02/12","430.60","-1.70","-0.39","432.10","432.70","426.92","25020.0","341946.0","1.52325939E8"
"2015/02/11","432.30","3.66","0.85","430.38","433.06","429.46","26755.0","346494.0","1.52917912E8"
"2015/02/10","428.64","-1.36","-0.32","430.64","431.48","427.12","23354.0","286077.0","1.51635763E8"
"2015/02/09","430.00","-5.20","-1.19","434.09","434.53","429.50","26888.0","367771.0","1.52109955E8"
"2015/02/06","435.20","2.08","0.48","433.35","435.20","431.89","30325.0","338713.0","1.53878338E8"
"2015/02/05","433.12","-8.68","-1.96","440.01","440.87","431.08","35382.0","511631.0","1.53143199E8"
"2015/02/04","441.80","1.63","0.37","442.43","445.05","441.65","38627.0","400462.0","1.56183488E8"
"2015/02/03","440.17","1.67","0.38","441.18","441.53","436.96","41744.0","401982.0","1.55607604E8"
"2015/02/02","438.50","1.30","0.30","435.06","438.50","435.06","37171.0","318078.0","1.55024078E8"
"2015/01/30","437.20","-4.77","-1.08","442.92","443.64","436.37","94055.0","591799.0","1.54578914E8"
"2015/01/29","441.97","0.80","0.18","438.04","443.44","436.70","35121.0","392296.0","1.56253804E8"
"2015/01/28","441.17","-5.11","-1.15","441.92","442.69","437.98","25453.0","433233.0","1.5559325E8"
"2015/01/27","446.28","2.31","0.52","444.59","447.02","443.45","22402.0","325461.0","1.57361557E8"
"2015/01/26","443.97","2.72","0.62","441.25","446.39","439.16","20221.0","298604.0","1.56558395E8"
"2015/01/23","441.25","8.05","1.86","439.23","442.21","439.13","27817.0","381479.0","1.55612469E8"
"2015/01/22","433.20","-1.27","-0.29","433.92","434.80","431.64","21765.0","310067.0","1.52770988E8"
"2015/01/21","434.47","4.43","1.03","431.16","434.47","429.63","22631.0","307723.0","1.5322401E8"
"2015/01/20","430.04","0.27","0.06","430.80","432.78","429.96","16747.0","230397.0","1.51663383E8"
"2015/01/19","429.77","3.42","0.80","429.31","434.88","428.35","18665.0","262608.0","1.51510295E8"
"2015/01/16","426.35","-8.94","-2.05","432.25","432.54","423.70","24546.0","324405.0","1.50319567E8"
"2015/01/15","435.29","-4.19","-0.95","437.61","438.13","433.74","22432.0","344287.0","1.5345365E8"
"2015/01/14","439.48","4.19","0.96","436.09","439.48","435.28","32412.0","407727.0","1.54926596E8"
"2015/01/13","435.29","-1.39","-0.32","436.46","439.04","434.61","20084.0","278299.0","1.53460866E8"
"2015/01/12","436.68","-9.59","-2.15","443.83","443.83","435.54","22830.0","350864.0","1.53914311E8"
"2015/01/09","446.27","4.29","0.97","445.51","447.05","443.99","22350.0","335609.0","1.57240325E8"
"2015/01/08","441.98","10.56","2.45","432.53","442.14","431.85","23685.0","398862.0","1.55746165E8"
"2015/01/07","431.42","-1.29","-0.30","432.54","433.62","430.19","18241.0","294441.0","1.52082574E8"
"2015/01/06","432.71","-3.27","-0.75","432.16","434.19","430.79","21957.0","338157.0","1.52527972E8"
"2015/01/05","435.98","-3.36","-0.76","437.02","439.01","432.18","22664.0","339235.0","1.53651737E8"
"2015/01/02","439.34","-2.06","-0.47","438.78","441.11","436.63","18686.0","289565.0","1.54834205E8"
"2014/12/30","441.40","-6.53","-1.46","449.36","449.68","441.21","23885.0","374851.0","1.55543136E8"
"2014/12/29","447.93","-12.71","-2.76","455.52","455.52","447.67","19815.0","263446.0","1.57829744E8"
"2014/12/26","460.64","2.39","0.52","458.07","461.13","457.43","22786.0","291684.0","1.62457918E8"
"2014/12/24","458.25","2.76","0.61","455.05","458.25","453.75","16927.0","221306.0","1.61618158E8"
"2014/12/23","455.49","1.47","0.32","454.50","456.40","454.16","19162.0","262043.0","1.60653556E8"
"2014/12/22","454.02","-0.07","-0.02","454.17","456.14","451.76","17601.0","256916.0","1.6013434E8"
"2014/12/19","454.09","-0.45","-0.10","458.20","458.97","452.65","22843.0","329846.0","1.60160502E8"
"2014/12/18","454.54","1.47","0.32","456.04","457.59","450.21","23308.0","307119.0","1.60305056E8"
"2014/12/17","453.07","0.30","0.07","456.33","456.33","450.62","21925.0","343272.0","1.59827479E8"
"2014/12/16","452.77","-3.54","-0.78","454.25","456.90","450.82","25269.0","372826.0","1.59714296E8"
"2014/12/15","456.31","-3.37","-0.73","454.87","456.95","452.21","21040.0","294885.0","1.60965671E8"
"2014/12/12","459.68","6.14","1.35","456.16","463.22","453.12","30241.0","432171.0","1.62159123E8"
"2014/12/11","453.54","-4.48","-0.98","455.88","457.98","453.43","31011.0","464380.0","1.59999761E8"
"2014/12/10","458.02","-8.78","-1.88","464.86","465.25","457.69","29142.0","392074.0","1.61569085E8"
"2014/12/09","466.80","-2.58","-0.55","468.66","469.60","466.14","29367.0","356425.0","1.64651133E8"
"2014/12/08","469.38","-1.63","-0.35","471.04","471.44","468.04","17383.0","257881.0","1.65537185E8"
"2014/12/05","471.01","-2.78","-0.59","472.57","472.91","470.06","48743.0","674285.0","1.66156811E8"
"2014/12/04","473.79","3.40","0.72","471.94","474.43","471.28","19355.0","298816.0","1.67159963E8"
"2014/12/03","470.39","0.25","0.05","470.89","472.31","468.86","21574.0","294258.0","1.65955958E8"
"2014/12/02","470.14","3.18","0.68","466.56","470.14","464.94","27577.0","414901.0","1.65884722E8"
"2014/12/01","466.96","-5.68","-1.20","469.89","470.33","466.21","28059.0","383231.0","1.64773603E8"
"2014/11/28","472.64","-3.36","-0.71","474.76","474.79","470.96","22394.0","289118.0","1.66792406E8"
"2014/11/27","476.00","-4.56","-0.95","477.84","478.32","473.52","43060.0","532870.0","1.68007541E8"
"2014/11/26","480.56","2.65","0.55","481.05","481.92","478.82","34203.0","363761.0","1.69630418E8"
"2014/11/25","477.91","2.66","0.56","476.17","479.95","475.71","36980.0","497985.0","1.68719548E8"
"2014/11/24","475.25","3.44","0.73","475.29","477.34","474.30","45246.0","502965.0","1.67766297E8"
