일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/05/08","491.79","9.59","1.99","485.14","491.79","480.09","38379.0","591953.0","1.81321352E8"
"2017/05/04","482.20","4.65","0.97","479.54","482.20","478.89","34594.0","460864.0","1.77811803E8"
"2017/05/02","477.55","5.63","1.19","474.47","479.81","474.47","32551.0","464967.0","1.76104086E8"
"2017/04/28","471.92","-3.45","-0.73","469.91","473.48","469.50","26254.0","430337.0","1.74042417E8"
"2017/04/27","475.37","-0.19","-0.04","474.56","479.38","470.60","29305.0","414532.0","1.75305105E8"
"2017/04/26","475.56","1.75","0.37","474.31","477.90","473.90","46788.0","555845.0","1.75369058E8"
"2017/04/25","473.81","1.49","0.32","472.20","474.28","469.14","38934.0","594603.0","1.74717862E8"
"2017/04/24","472.32","7.84","1.69","466.95","472.32","466.66","42788.0","538219.0","1.74160967E8"
"2017/04/21","464.48","2.18","0.47","464.80","467.11","463.46","26437.0","449682.0","1.71293566E8"
"2017/04/20","462.30","0.59","0.13","461.03","464.11","459.16","24211.0","412328.0","1.70486818E8"
"2017/04/19","461.71","-1.81","-0.39","462.37","463.15","458.54","27582.0","475622.0","1.7026715E8"
"2017/04/18","463.52","-0.59","-0.13","466.22","466.22","461.92","22698.0","408268.0","1.70933015E8"
"2017/04/17","464.11","9.87","2.17","458.30","465.49","458.30","26406.0","592189.0","1.71144909E8"
"2017/04/14","454.24","-2.64","-0.58","453.85","454.55","451.66","15808.0","176159.0","1.67533144E8"
"2017/04/13","456.88","8.68","1.94","449.58","456.88","448.55","19237.0","329565.0","1.684947E8"
"2017/04/12","448.20","-1.48","-0.33","450.20","450.64","447.66","18541.0","284564.0","1.65317938E8"
"2017/04/11","449.68","0.00","0.00","449.92","452.13","449.02","22023.0","272586.0","1.65850841E8"
"2017/04/10","449.68","-7.96","-1.74","454.94","455.53","449.57","25247.0","317883.0","1.65297354E8"
"2017/04/07","457.64","-0.69","-0.15","458.30","459.31","455.39","20429.0","339758.0","1.68206913E8"
"2017/04/06","458.33","-0.58","-0.13","457.65","459.00","455.65","21964.0","325186.0","1.68388051E8"
"2017/04/05","458.91","2.95","0.65","456.92","461.23","456.05","26736.0","385715.0","1.68593217E8"
"2017/04/04","455.96","-2.43","-0.53","457.06","457.40","454.41","17818.0","230512.0","1.67526579E8"
"2017/04/03","458.39","1.89","0.41","456.53","459.39","454.58","17689.0","246517.0","1.68409053E8"
"2017/03/31","456.50","0.18","0.04","457.17","458.31","455.50","22267.0","354174.0","1.67726227E8"
"2017/03/30","456.32","-1.59","-0.35","458.39","458.39","454.50","18696.0","285226.0","1.67661898E8"
"2017/03/29","457.91","-1.55","-0.34","462.61","462.61","455.70","20979.0","327134.0","1.68252626E8"
"2017/03/28","459.46","-0.80","-0.17","461.01","461.10","456.36","21665.0","322397.0","1.68817903E8"
"2017/03/27","460.26","-7.13","-1.53","464.46","464.46","457.80","28138.0","410862.0","1.69107415E8"
"2017/03/24","467.39","1.13","0.24","467.82","471.91","466.43","28543.0","337537.0","1.7126607E8"
"2017/03/23","466.26","5.27","1.14","463.63","468.29","461.62","25889.0","384722.0","1.70855317E8"
"2017/03/22","460.99","-7.84","-1.67","465.04","465.59","459.74","35008.0","536124.0","1.68927842E8"
"2017/03/21","468.83","-2.76","-0.59","472.72","472.98","466.36","29849.0","442596.0","1.71784307E8"
"2017/03/20","471.59","-4.76","-1.00","474.11","474.11","469.77","23480.0","374573.0","1.7278294E8"
"2017/03/17","476.35","4.54","0.96","470.74","476.35","470.28","31942.0","461322.0","1.74511506E8"
"2017/03/16","471.81","0.83","0.18","473.07","474.02","468.70","43586.0","600193.0","1.72853481E8"
"2017/03/15","470.98","-0.47","-0.10","470.19","471.35","466.86","28020.0","396546.0","1.72560313E8"
"2017/03/14","471.45","7.00","1.51","468.38","471.76","468.38","37155.0","669277.0","1.72738984E8"
"2017/03/13","464.45","8.53","1.87","457.49","465.02","457.38","37043.0","552672.0","1.70190992E8"
"2017/03/10","455.92","2.97","0.66","452.42","456.37","450.88","26218.0","350997.0","1.67084003E8"
"2017/03/09","452.95","-1.50","-0.33","455.94","456.41","452.62","23134.0","384708.0","1.66012691E8"
"2017/03/08","454.45","1.91","0.42","451.83","455.65","451.08","21088.0","357670.0","1.66565701E8"
"2017/03/07","452.54","2.85","0.63","449.75","454.04","449.21","20601.0","290379.0","1.65860847E8"
"2017/03/06","449.69","-2.59","-0.57","453.10","453.47","449.24","23451.0","372004.0","1.64821334E8"
"2017/03/03","452.28","-3.14","-0.69","454.23","457.85","451.77","27053.0","405172.0","1.6574513E8"
"2017/03/02","455.42","6.24","1.39","457.14","460.92","454.04","34682.0","643835.0","1.66882851E8"
"2017/02/28","449.18","4.92","1.11","445.37","450.55","445.25","23533.0","411530.0","1.64607142E8"
"2017/02/27","444.26","-7.23","-1.60","452.53","453.23","444.26","19698.0","328625.0","1.62815868E8"
