일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2015/02/24","4042.78","18.39","0.46","4048.49","4056.97","4036.33","175958.0","2238136.0","7.16614052E8"
"2015/02/23","4024.39","13.87","0.35","4042.71","4046.98","4020.06","209465.0","2275050.0","7.13285211E8"
"2015/02/17","4010.52","12.36","0.31","3993.88","4011.76","3988.71","204473.0","1835530.0","7.11042061E8"
"2015/02/16","3998.16","4.44","0.11","4006.71","4016.13","3995.43","231525.0","1992799.0","7.09114996E8"
"2015/02/13","3993.72","47.55","1.20","3966.79","3993.72","3963.24","218553.0","2193795.0","7.08454232E8"
"2015/02/12","3946.17","-13.77","-0.35","3964.20","3964.20","3930.14","192349.0","2156436.0","7.00039803E8"
"2015/02/11","3959.94","0.71","0.02","3969.02","3970.23","3950.72","187941.0","2207872.0","7.02282214E8"
"2015/02/10","3959.23","-25.51","-0.64","3989.61","4004.88","3959.22","210761.0","2285073.0","7.02867597E8"
"2015/02/09","3984.74","-2.56","-0.06","3972.53","3993.41","3962.82","182625.0","2369210.0","7.0726115E8"
"2015/02/06","3987.30","7.94","0.20","3988.24","3988.24","3964.27","168000.0","2603175.0","7.07555301E8"
"2015/02/05","3979.36","-11.10","-0.28","3993.89","3994.27","3963.30","229057.0","2228593.0","7.06127877E8"
"2015/02/04","3990.46","15.51","0.39","4001.83","4019.69","3990.46","196129.0","2669001.0","7.08324155E8"
"2015/02/03","3974.95","-2.97","-0.07","3992.37","3992.81","3956.18","229385.0","2421295.0","7.05131042E8"
"2015/02/02","3977.92","8.76","0.22","3971.66","3991.14","3962.50","222217.0","2448555.0","7.0611944E8"
"2015/01/30","3969.16","0.22","0.01","4002.68","4002.68","3967.36","232319.0","3145879.0","7.04627084E8"
"2015/01/29","3968.94","-26.47","-0.66","3974.20","3995.47","3964.55","228315.0","2597223.0","7.04494223E8"
"2015/01/28","3995.41","6.39","0.16","3973.36","4002.26","3962.14","283271.0","2925007.0","7.08730585E8"
"2015/01/27","3989.02","43.72","1.11","3959.19","3989.05","3955.53","362543.0","2765705.0","7.07566507E8"
"2015/01/26","3945.30","-14.62","-0.37","3931.98","3951.54","3924.34","235511.0","2418794.0","7.00239941E8"
"2015/01/23","3959.92","24.36","0.62","3991.72","3992.62","3947.03","258742.0","2688427.0","7.03369635E8"
"2015/01/22","3935.56","-9.64","-0.24","3955.91","3970.80","3929.03","236479.0","2825400.0","6.99167748E8"
"2015/01/21","3945.20","15.40","0.39","3928.43","3945.21","3920.77","191676.0","2633817.0","7.01043772E8"
"2015/01/20","3929.80","37.38","0.96","3902.97","3929.83","3901.93","181207.0","2060298.0","6.97213742E8"
"2015/01/19","3892.42","39.61","1.03","3881.86","3906.56","3876.16","163840.0","1985671.0","6.90669416E8"
"2015/01/16","3852.81","-54.72","-1.40","3892.68","3892.68","3846.74","174774.0","2308737.0","6.83696629E8"
"2015/01/15","3907.53","-4.61","-0.12","3915.09","3924.06","3894.88","146267.0","2153592.0","6.93811063E8"
"2015/01/14","3912.14","-8.83","-0.23","3926.45","3941.54","3912.13","135120.0","2245231.0","6.94769816E8"
"2015/01/13","3920.97","19.85","0.51","3893.10","3925.92","3890.84","186222.0","2818367.0","6.96235979E8"
"2015/01/12","3901.12","12.20","0.31","3876.03","3904.98","3876.01","182663.0","2018784.0","6.9280307E8"
"2015/01/09","3888.92","40.77","1.06","3878.11","3903.00","3868.70","171824.0","2641576.0","6.90690159E8"
"2015/01/08","3848.15","49.58","1.31","3839.56","3851.66","3822.33","152312.0","2604284.0","6.83718642E8"
"2015/01/07","3798.57","18.38","0.49","3770.51","3806.85","3767.16","157748.0","2110877.0","6.7462118E8"
"2015/01/06","3780.19","-83.86","-2.17","3818.09","3829.91","3766.79","152827.0","2851618.0","6.71095224E8"
"2015/01/05","3864.05","-29.18","-0.75","3893.26","3893.26","3841.03","161493.0","2795538.0","6.85522135E8"
"2015/01/02","3893.23","19.66","0.51","3878.61","3899.57","3868.52","129837.0","1995315.0","6.90466657E8"
"2014/12/30","3873.57","-17.52","-0.45","3905.44","3912.85","3855.50","110683.0","2001157.0","6.88446565E8"
"2014/12/29","3891.09","-32.31","-0.82","3905.52","3919.75","3891.09","124634.0","2002063.0","6.91318006E8"
"2014/12/26","3923.40","2.52","0.06","3922.69","3938.60","3914.95","153570.0","1853962.0","6.97310943E8"
"2014/12/24","3920.88","20.54","0.53","3906.64","3924.17","3902.89","169756.0","1708852.0","6.96920249E8"
"2014/12/23","3900.34","-14.03","-0.36","3908.80","3915.80","3892.24","149613.0","2000680.0","6.93107179E8"
"2014/12/22","3914.37","33.96","0.88","3907.42","3917.11","3879.49","148669.0","2316321.0","6.95509024E8"
"2014/12/19","3880.41","81.97","2.16","3854.60","3880.75","3838.16","163143.0","2587603.0","6.89081701E8"
"2014/12/18","3798.44","-2.89","-0.08","3837.59","3842.00","3762.41","184818.0","3436402.0","6.74095702E8"
"2014/12/17","3801.33","-23.15","-0.61","3829.94","3834.23","3801.33","172131.0","2158087.0","6.59145631E8"
"2014/12/16","3824.48","-19.21","-0.50","3825.97","3853.13","3816.39","181326.0","1956755.0","6.63552263E8"
"2014/12/15","3843.69","-2.37","-0.06","3807.96","3843.93","3793.72","160020.0","1814285.0","6.67094177E8"
"2014/12/12","3846.06","-0.69","-0.02","3851.69","3859.39","3828.61","217192.0","1975894.0","6.6726303E8"
"2014/12/11","3846.75","-52.62","-1.35","3863.36","3887.28","3846.75","198876.0","2526403.0","6.67468191E8"
"2014/12/10","3899.37","-62.72","-1.58","3943.26","3953.65","3899.35","225374.0","2067378.0","6.76941296E8"
"2014/12/09","3962.09","-0.89","-0.02","3958.05","3972.24","3939.77","360962.0","2031943.0","6.87865238E8"
"2014/12/08","3962.98","0.85","0.02","3969.50","3976.10","3954.06","175677.0","1747233.0","6.87821934E8"
"2014/12/05","3962.13","7.96","0.20","3959.28","3966.04","3952.21","161447.0","1580487.0","6.87702435E8"
"2014/12/04","3954.17","42.44","1.08","3927.43","3959.36","3926.06","132923.0","1975174.0","6.86343955E8"
"2014/12/03","3911.73","4.22","0.11","3915.55","3926.66","3902.38","132753.0","1724913.0","6.80016166E8"
"2014/12/02","3907.51","2.20","0.06","3889.76","3907.93","3884.63","122270.0","1810458.0","6.78779377E8"
"2014/12/01","3905.31","-29.16","-0.74","3909.08","3911.11","3885.87","141534.0","2423476.0","6.78986454E8"
"2014/11/28","3934.47","14.51","0.37","3930.15","3935.77","3911.77","177712.0","2165856.0","6.84143591E8"
"2014/11/27","3919.96","45.33","1.17","3928.61","3948.94","3919.22","133568.0","3247890.0","6.81310109E8"
"2014/11/26","3874.63","5.08","0.13","3878.61","3881.72","3849.47","125385.0","2123660.0","6.71177052E8"
"2014/11/25","3869.55","-20.71","-0.53","3900.76","3900.76","3867.30","128642.0","2741602.0","6.69510914E8"
"2014/11/24","3890.26","48.03","1.25","3886.45","3896.86","3878.49","171112.0","2965114.0","6.74308434E8"
