일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/05/08","5111.53","131.17","2.63","4982.64","5111.53","4980.58","161689.0","4371020.0","9.05238866E8"
"2017/05/04","4980.36","51.62","1.05","4948.10","4980.82","4947.73","144168.0","2931064.0","8.82793094E8"
"2017/05/02","4928.74","42.54","0.87","4912.53","4954.15","4908.19","181794.0","3104794.0","8.74229216E8"
"2017/04/28","4886.20","4.12","0.08","4928.89","4939.78","4878.13","181492.0","4075288.0","8.65852914E8"
"2017/04/27","4882.08","25.87","0.53","4841.58","4896.44","4825.81","273190.0","4370015.0","8.64607576E8"
"2017/04/26","4856.21","29.37","0.61","4840.67","4861.67","4833.78","282477.0","3535584.0","8.58734926E8"
"2017/04/25","4826.84","70.49","1.48","4765.25","4827.77","4763.34","162231.0","3190179.0","8.53422103E8"
"2017/04/24","4756.35","20.87","0.44","4765.84","4768.76","4738.58","211850.0","2660898.0","8.40605095E8"
"2017/04/21","4735.48","38.09","0.81","4726.22","4759.33","4714.95","156725.0","2963544.0","8.37063221E8"
"2017/04/20","4697.39","20.33","0.43","4675.00","4701.81","4667.96","163901.0","3449501.0","8.32544135E8"
"2017/04/19","4677.06","-32.90","-0.70","4701.60","4708.20","4670.34","213993.0","3087718.0","8.29150048E8"
"2017/04/18","4709.96","-2.59","-0.05","4732.82","4732.93","4685.87","188098.0","2382225.0","8.35069752E8"
"2017/04/17","4712.55","0.10","0.00","4722.01","4728.64","4705.36","156364.0","2148644.0","8.35659013E8"
"2017/04/14","4712.45","-25.29","-0.53","4717.53","4730.88","4698.86","295601.0","2421956.0","8.35683074E8"
"2017/04/13","4737.74","24.88","0.53","4711.35","4740.25","4692.55","266897.0","2748381.0","8.40170656E8"
"2017/04/12","4712.86","18.33","0.39","4708.26","4717.80","4699.10","330328.0","2476266.0","8.35741154E8"
"2017/04/11","4694.53","-20.77","-0.44","4704.79","4722.21","4686.53","348995.0","2665086.0","8.32493484E8"
"2017/04/10","4715.30","-19.72","-0.42","4738.70","4738.70","4703.65","322810.0","2544061.0","8.36393601E8"
"2017/04/07","4735.02","-11.54","-0.24","4748.72","4752.34","4712.46","314388.0","2719566.0","8.39687333E8"
"2017/04/06","4746.56","-27.24","-0.57","4751.42","4756.56","4729.17","418150.0","2879763.0","8.41977249E8"
"2017/04/05","4773.80","-4.86","-0.10","4776.49","4783.45","4739.78","465374.0","3382396.0","8.47014286E8"
"2017/04/04","4778.66","-7.52","-0.16","4784.85","4794.05","4770.83","398364.0","3204628.0","8.47563005E8"
"2017/04/03","4786.18","13.78","0.29","4789.75","4796.43","4774.78","286754.0","2704433.0","8.48638011E8"
"2017/03/31","4772.40","-20.95","-0.44","4799.19","4800.01","4772.33","327904.0","2965018.0","8.46269748E8"
"2017/03/30","4793.35","-3.78","-0.08","4807.00","4825.32","4783.47","539606.0","3260741.0","8.50008143E8"
"2017/03/29","4797.13","14.24","0.30","4802.93","4809.80","4791.82","514840.0","3780441.0","8.49248931E8"
"2017/03/28","4782.89","33.25","0.70","4779.98","4794.68","4772.31","264547.0","3364916.0","8.46278358E8"
"2017/03/27","4749.64","-31.02","-0.65","4764.53","4782.17","4748.21","262414.0","3555630.0","8.40510921E8"
"2017/03/24","4780.66","-4.59","-0.10","4781.89","4807.56","4767.38","209841.0","3197008.0","8.46211394E8"
"2017/03/23","4785.25","-27.00","-0.56","4818.39","4825.93","4783.84","177804.0","3212632.0","8.473014E8"
"2017/03/22","4812.25","-20.24","-0.42","4777.42","4813.59","4774.75","169662.0","3473151.0","8.52439892E8"
"2017/03/21","4832.49","60.69","1.27","4784.13","4844.73","4783.97","183531.0","3589983.0","8.55757234E8"
"2017/03/20","4771.80","-14.14","-0.30","4773.69","4775.06","4757.35","142484.0","2470443.0","8.44537125E8"
"2017/03/17","4785.94","26.85","0.56","4758.51","4788.46","4749.31","146081.0","3030109.0","8.47589637E8"
"2017/03/16","4759.09","50.71","1.08","4768.04","4774.23","4745.17","211443.0","3033268.0","8.42526275E8"
"2017/03/15","4708.38","-10.64","-0.23","4698.11","4719.44","4698.11","205345.0","2835250.0","8.33680491E8"
"2017/03/14","4719.02","33.22","0.71","4705.50","4727.84","4697.70","176893.0","2958652.0","8.35003499E8"
"2017/03/13","4685.80","38.14","0.82","4657.97","4703.77","4652.19","207007.0","2745115.0","8.28578217E8"
"2017/03/10","4647.66","5.11","0.11","4629.40","4660.31","4615.86","304281.0","3631194.0","8.21562998E8"
"2017/03/09","4642.55","-6.94","-0.15","4651.74","4658.60","4642.47","204597.0","3184170.0","8.20519582E8"
"2017/03/08","4649.49","-2.79","-0.06","4649.97","4674.43","4639.91","176885.0","2741772.0","8.22048776E8"
"2017/03/07","4652.28","29.21","0.63","4618.19","4658.84","4616.48","140846.0","2525517.0","8.22620273E8"
"2017/03/06","4623.07","28.47","0.62","4579.00","4627.73","4564.54","171998.0","3003123.0","8.17509433E8"
"2017/03/03","4594.60","-61.07","-1.31","4622.06","4622.06","4575.14","204417.0","3119020.0","8.12431358E8"
"2017/03/02","4655.67","40.73","0.88","4638.00","4664.63","4634.38","229119.0","3884747.0","8.23592744E8"
"2017/02/28","4614.94","19.91","0.43","4598.27","4623.81","4595.89","204686.0","3123546.0","8.15437317E8"
"2017/02/27","4595.03","-11.87","-0.26","4603.27","4607.42","4579.92","154026.0","2616357.0","8.11877871E8"
